reaction,biomass_type
b2595_lipid_modification_pg160_p_pg160,lipid
b2595_lipid_modification_pg160_p_pe160,lipid
b2595_lipid_modification_pg180_p_pg160,lipid
b2595_lipid_modification_pg180_p_pe160,lipid
b2617_lipid_modification_pg120_p_pg160,lipid
b2617_lipid_modification_pg120_p_pe160,lipid
b2617_lipid_modification_pg141_p_pg160,lipid
b2617_lipid_modification_pg141_p_pe160,lipid
b2617_lipid_modification_pg140_p_pg160,lipid
b2617_lipid_modification_pg140_p_pe160,lipid
b2617_lipid_modification_pg181_p_pg160,lipid
b2617_lipid_modification_pg181_p_pe160,lipid
b2617_lipid_modification_pg161_p_pg160,lipid
b2617_lipid_modification_pg161_p_pe160,lipid
b2617_lipid_modification_pg160_p_pg160,lipid
b2617_lipid_modification_pg160_p_pe160,lipid
b2617_lipid_modification_pg180_p_pg160,lipid
b2617_lipid_modification_pg180_p_pe160,lipid
b0572_lipid_modification_pg120_p_pg160,lipid
b0572_lipid_modification_pg120_p_pe160,lipid
b0572_lipid_modification_pg141_p_pg160,lipid
b0572_lipid_modification_pg141_p_pe160,lipid
b0572_lipid_modification_pg140_p_pg160,lipid
b0572_lipid_modification_pg140_p_pe160,lipid
b0572_lipid_modification_pg181_p_pg160,lipid
b0572_lipid_modification_pg181_p_pe160,lipid
b0572_lipid_modification_pg161_p_pg160,lipid
b0572_lipid_modification_pg161_p_pe160,lipid
b0572_lipid_modification_pg160_p_pg160,lipid
b0572_lipid_modification_pg160_p_pe160,lipid
b0572_lipid_modification_pg180_p_pg160,lipid
b0572_lipid_modification_pg180_p_pe160,lipid
b1677_lipid_modification_pg120_p_pg160,lipid
b1677_lipid_modification_pg120_p_pe160,lipid
b1677_lipid_modification_pg141_p_pg160,lipid
b1677_lipid_modification_pg141_p_pe160,lipid
b1677_lipid_modification_pg140_p_pg160,lipid
b1677_lipid_modification_pg140_p_pe160,lipid
b1677_lipid_modification_pg181_p_pg160,lipid
b1677_lipid_modification_pg181_p_pe160,lipid
b1677_lipid_modification_pg161_p_pg160,lipid
b1677_lipid_modification_pg161_p_pe160,lipid
b1677_lipid_modification_pg160_p_pg160,lipid
b1677_lipid_modification_pg160_p_pe160,lipid
b1677_lipid_modification_pg180_p_pg160,lipid
b1677_lipid_modification_pg180_p_pe160,lipid
b1193_lipid_modification_pg120_p_pg160,lipid
b1193_lipid_modification_pg120_p_pe160,lipid
b1193_lipid_modification_pg141_p_pg160,lipid
b1193_lipid_modification_pg141_p_pe160,lipid
b1193_lipid_modification_pg140_p_pg160,lipid
b1193_lipid_modification_pg140_p_pe160,lipid
b1193_lipid_modification_pg181_p_pg160,lipid
b1193_lipid_modification_pg181_p_pe160,lipid
b1193_lipid_modification_pg161_p_pg160,lipid
b1193_lipid_modification_pg161_p_pe160,lipid
b1193_lipid_modification_pg160_p_pg160,lipid
b1193_lipid_modification_pg160_p_pe160,lipid
b1193_lipid_modification_pg180_p_pg160,lipid
b1193_lipid_modification_pg180_p_pe160,lipid
b1209_lipid_modification_pg120_p_pg160,lipid
b1209_lipid_modification_pg120_p_pe160,lipid
b1209_lipid_modification_pg141_p_pg160,lipid
b1209_lipid_modification_pg141_p_pe160,lipid
b1209_lipid_modification_pg140_p_pg160,lipid
b1209_lipid_modification_pg140_p_pe160,lipid
b1209_lipid_modification_pg181_p_pg160,lipid
b1209_lipid_modification_pg181_p_pe160,lipid
b1209_lipid_modification_pg161_p_pg160,lipid
b1209_lipid_modification_pg161_p_pe160,lipid
b1209_lipid_modification_pg160_p_pg160,lipid
b1209_lipid_modification_pg160_p_pe160,lipid
b1209_lipid_modification_pg180_p_pg160,lipid
b1209_lipid_modification_pg180_p_pe160,lipid
b0197_lipid_modification_pg120_p_pg160,lipid
b0197_lipid_modification_pg120_p_pe160,lipid
b0197_lipid_modification_pg141_p_pg160,lipid
b0197_lipid_modification_pg141_p_pe160,lipid
b0197_lipid_modification_pg140_p_pg160,lipid
b0197_lipid_modification_pg140_p_pe160,lipid
b0197_lipid_modification_pg181_p_pg160,lipid
b0197_lipid_modification_pg181_p_pe160,lipid
b0197_lipid_modification_pg161_p_pg160,lipid
b0197_lipid_modification_pg161_p_pe160,lipid
b0197_lipid_modification_pg160_p_pg160,lipid
b0197_lipid_modification_pg160_p_pe160,lipid
b0197_lipid_modification_pg180_p_pg160,lipid
b0197_lipid_modification_pg180_p_pe160,lipid
b2813_lipid_modification_pg120_p_pg160,lipid
b2813_lipid_modification_pg120_p_pe160,lipid
b2813_lipid_modification_pg141_p_pg160,lipid
b2813_lipid_modification_pg141_p_pe160,lipid
b2813_lipid_modification_pg140_p_pg160,lipid
b2813_lipid_modification_pg140_p_pe160,lipid
b2813_lipid_modification_pg181_p_pg160,lipid
b2813_lipid_modification_pg181_p_pe160,lipid
b2813_lipid_modification_pg161_p_pg160,lipid
b2813_lipid_modification_pg161_p_pe160,lipid
b2813_lipid_modification_pg160_p_pg160,lipid
b2813_lipid_modification_pg160_p_pe160,lipid
b2813_lipid_modification_pg180_p_pg160,lipid
b2813_lipid_modification_pg180_p_pe160,lipid
b2701_lipid_modification_pg120_p_pg160,lipid
b2701_lipid_modification_pg120_p_pe160,lipid
b2701_lipid_modification_pg141_p_pg160,lipid
b2701_lipid_modification_pg141_p_pe160,lipid
b2701_lipid_modification_pg140_p_pg160,lipid
b2701_lipid_modification_pg140_p_pe160,lipid
b2701_lipid_modification_pg181_p_pg160,lipid
b2701_lipid_modification_pg181_p_pe160,lipid
b2701_lipid_modification_pg161_p_pg160,lipid
b2701_lipid_modification_pg161_p_pe160,lipid
b2701_lipid_modification_pg160_p_pg160,lipid
b2701_lipid_modification_pg160_p_pe160,lipid
b2701_lipid_modification_pg180_p_pg160,lipid
b2701_lipid_modification_pg180_p_pe160,lipid
b2963_lipid_modification_pg120_p_pg160,lipid
b2963_lipid_modification_pg120_p_pe160,lipid
b2963_lipid_modification_pg141_p_pg160,lipid
b2963_lipid_modification_pg141_p_pe160,lipid
b2963_lipid_modification_pg140_p_pg160,lipid
b2963_lipid_modification_pg140_p_pe160,lipid
b2963_lipid_modification_pg181_p_pg160,lipid
b2963_lipid_modification_pg181_p_pe160,lipid
b2963_lipid_modification_pg161_p_pg160,lipid
b2963_lipid_modification_pg161_p_pe160,lipid
b2963_lipid_modification_pg160_p_pg160,lipid
b2963_lipid_modification_pg160_p_pe160,lipid
b2963_lipid_modification_pg180_p_pg160,lipid
b2963_lipid_modification_pg180_p_pe160,lipid
translation_b0002,protein
translation_b0003,protein
translation_b0004,protein
translation_b0007,protein
translation_b0008,protein
translation_b0009,protein
translation_b0014,protein
translation_b0015,protein
translation_b0019,protein
translation_b0023,protein
translation_b0025,protein
translation_b0026,protein
translation_b0027,protein
translation_b0029,protein
translation_b0030,protein
translation_b0031,protein
translation_b0032,protein
translation_b0033,protein
translation_b0036,protein
translation_b0037,protein
translation_b0038,protein
translation_b0040,protein
translation_b0047,protein
translation_b0048,protein
translation_b0049,protein
translation_b0051,protein
translation_b0052,protein
translation_b0053,protein
translation_b0058,protein
translation_b0061,protein
translation_b0062,protein
translation_b0063,protein
translation_b0066,protein
translation_b0067,protein
translation_b0068,protein
translation_b0070,protein
translation_b0071,protein
translation_b0072,protein
translation_b0073,protein
translation_b0074,protein
translation_b0077,protein
translation_b0078,protein
translation_b0082,protein
translation_b0084,protein
translation_b0085,protein
translation_b0086,protein
translation_b0087,protein
translation_b0088,protein
translation_b0090,protein
translation_b0091,protein
translation_b0092,protein
translation_b0096,protein
translation_b0098,protein
translation_b0099,protein
translation_b0103,protein
translation_b0104,protein
translation_b0109,protein
translation_b0110,protein
translation_b0112,protein
translation_b0114,protein
translation_b0115,protein
translation_b0116,protein
translation_b0118,protein
translation_b0120,protein
translation_b0121,protein
translation_b0123,protein
translation_b0124,protein
translation_b0125,protein
translation_b0126,protein
translation_b0131,protein
translation_b0133,protein
translation_b0134,protein
translation_b0142,protein
translation_b0149,protein
translation_b0150,protein
translation_b0151,protein
translation_b0152,protein
translation_b0153,protein
translation_b0154,protein
translation_b0155,protein
translation_b0156,protein
translation_b0158,protein
translation_b0159,protein
translation_b0160,protein
translation_b0166,protein
translation_b0168,protein
translation_b0169,protein
translation_b0170,protein
translation_b0171,protein
translation_b0172,protein
translation_b0173,protein
translation_b0174,protein
translation_b0175,protein
translation_b0177,protein
translation_b0179,protein
translation_b0180,protein
translation_b0181,protein
translation_b0182,protein
translation_b0185,protein
translation_b0186,protein
translation_b0188,protein
translation_b0194,protein
translation_b0197,protein
translation_b0198,protein
translation_b0199,protein
translation_b0200,protein
translation_b0207,protein
translation_b0212,protein
translation_b0221,protein
translation_b0222,protein
translation_b0237,protein
translation_b0238,protein
translation_b0241,protein
translation_b0242,protein
translation_b0243,protein
translation_b0260,protein
translation_b0261,protein
translation_b0273,protein
translation_b0306,protein
translation_b0307,protein
translation_b0308,protein
translation_b0311,protein
translation_b0312,protein
translation_b0314,protein
translation_b0323,protein
translation_b0331,protein
translation_b0333,protein
translation_b0334,protein
translation_b0336,protein
translation_b0337,protein
translation_b0339,protein
translation_b0340,protein
translation_b0341,protein
translation_b0343,protein
translation_b0344,protein
translation_b0347,protein
translation_b0348,protein
translation_b0349,protein
translation_b0350,protein
translation_b0351,protein
translation_b0352,protein
translation_b0353,protein
translation_b0355,protein
translation_b0356,protein
translation_b0365,protein
translation_b0366,protein
translation_b0367,protein
translation_b0368,protein
translation_b0369,protein
translation_b0381,protein
translation_b0383,protein
translation_b0386,protein
translation_b0388,protein
translation_b0394,protein
translation_b0401,protein
translation_b0403,protein
translation_b0404,protein
translation_b0405,protein
translation_b0406,protein
translation_b0408,protein
translation_b0409,protein
translation_b0411,protein
translation_b0414,protein
translation_b0415,protein
translation_b0416,protein
translation_b0417,protein
translation_b0418,protein
translation_b0420,protein
translation_b0421,protein
translation_b0423,protein
translation_b0425,protein
translation_b0428,protein
translation_b0429,protein
translation_b0430,protein
translation_b0431,protein
translation_b0432,protein
translation_b0433,protein
translation_b0436,protein
translation_b0444,protein
translation_b0446,protein
translation_b0451,protein
translation_b0452,protein
translation_b0459,protein
translation_b0462,protein
translation_b0463,protein
translation_b0469,protein
translation_b0474,protein
translation_b0475,protein
translation_b0477,protein
translation_b0480,protein
translation_b0484,protein
translation_b0485,protein
translation_b0494,protein
translation_b0505,protein
translation_b0507,protein
translation_b0508,protein
translation_b0509,protein
translation_b0511,protein
translation_b0512,protein
translation_b0514,protein
translation_b0516,protein
translation_b0517,protein
translation_b0521,protein
translation_b0522,protein
translation_b0523,protein
translation_b0524,protein
translation_b0526,protein
translation_b0529,protein
translation_b0572,protein
translation_b0573,protein
translation_b0574,protein
translation_b0575,protein
translation_b0576,protein
translation_b0578,protein
translation_b0583,protein
translation_b0584,protein
translation_b0585,protein
translation_b0586,protein
translation_b0588,protein
translation_b0589,protein
translation_b0590,protein
translation_b0591,protein
translation_b0592,protein
translation_b0593,protein
translation_b0594,protein
translation_b0595,protein
translation_b0596,protein
translation_b0604,protein
translation_b0612,protein
translation_b0613,protein
translation_b0615,protein
translation_b0616,protein
translation_b0617,protein
translation_b0621,protein
translation_b0622,protein
translation_b0627,protein
translation_b0628,protein
translation_b0630,protein
translation_b0632,protein
translation_b0635,protein
translation_b0636,protein
translation_b0638,protein
translation_b0639,protein
translation_b0642,protein
translation_b0650,protein
translation_b0651,protein
translation_b0652,protein
translation_b0653,protein
translation_b0654,protein
translation_b0655,protein
translation_b0657,protein
translation_b0661,protein
translation_b0662,protein
translation_b0674,protein
translation_b0677,protein
translation_b0678,protein
translation_b0679,protein
translation_b0680,protein
translation_b0684,protein
translation_b0688,protein
translation_b0692,protein
translation_b0693,protein
translation_b0696,protein
translation_b0697,protein
translation_b0698,protein
translation_b4513,protein
translation_b0709,protein
translation_b0720,protein
translation_b0721,protein
translation_b0722,protein
translation_b0723,protein
translation_b0724,protein
translation_b0726,protein
translation_b0727,protein
translation_b0728,protein
translation_b0729,protein
translation_b0731,protein
translation_b0732,protein
translation_b0733,protein
translation_b0734,protein
translation_b0736,protein
translation_b0750,protein
translation_b0751,protein
translation_b0752,protein
translation_b0754,protein
translation_b0755,protein
translation_b0756,protein
translation_b0757,protein
translation_b0758,protein
translation_b0759,protein
translation_b0763,protein
translation_b0764,protein
translation_b0765,protein
translation_b0766,protein
translation_b0767,protein
translation_b0774,protein
translation_b0775,protein
translation_b0776,protein
translation_b0777,protein
translation_b0778,protein
translation_b0781,protein
translation_b0783,protein
translation_b0784,protein
translation_b0785,protein
translation_b0789,protein
translation_b0805,protein
translation_b0807,protein
translation_b0809,protein
translation_b0810,protein
translation_b0811,protein
translation_b0813,protein
translation_b0822,protein
translation_b0825,protein
translation_b0826,protein
translation_b0827,protein
translation_b0828,protein
translation_b0829,protein
translation_b0830,protein
translation_b0831,protein
translation_b0832,protein
translation_b0837,protein
translation_b0839,protein
translation_b0841,protein
translation_b0842,protein
translation_b0849,protein
translation_b0854,protein
translation_b0855,protein
translation_b0856,protein
translation_b0857,protein
translation_b0859,protein
translation_b0860,protein
translation_b0861,protein
translation_b0862,protein
translation_b0863,protein
translation_b0864,protein
translation_b0870,protein
translation_b0871,protein
translation_b0875,protein
translation_b0884,protein
translation_b0886,protein
translation_b0887,protein
translation_b0888,protein
translation_b0891,protein
translation_b0893,protein
translation_b0894,protein
translation_b0895,protein
translation_b0896,protein
translation_b0902,protein
translation_b0903,protein
translation_b0904,protein
translation_b0907,protein
translation_b0908,protein
translation_b0910,protein
translation_b0911,protein
translation_b0914,protein
translation_b0915,protein
translation_b0918,protein
translation_b0928,protein
translation_b0929,protein
translation_b0930,protein
translation_b0931,protein
translation_b0932,protein
translation_b0933,protein
translation_b0934,protein
translation_b0935,protein
translation_b0936,protein
translation_b0937,protein
translation_b0945,protein
translation_b0948,protein
translation_b0954,protein
translation_b0957,protein
translation_b0963,protein
translation_b0967,protein
translation_b0968,protein
translation_b0969,protein
translation_b0972,protein
translation_b0973,protein
translation_b0974,protein
translation_b0978,protein
translation_b0979,protein
translation_b0980,protein
translation_b0996,protein
translation_b0997,protein
translation_b0998,protein
translation_b1002,protein
translation_b1006,protein
translation_b1007,protein
translation_b1008,protein
translation_b1009,protein
translation_b1010,protein
translation_b1011,protein
translation_b1012,protein
translation_b1014,protein
translation_b1015,protein
translation_b1033,protein
translation_b1054,protein
translation_b1059,protein
translation_b1062,protein
translation_b1064,protein
translation_b1069,protein
translation_b1084,protein
translation_b1086,protein
translation_b1089,protein
translation_b1090,protein
translation_b1091,protein
translation_b1092,protein
translation_b1093,protein
translation_b1094,protein
translation_b1095,protein
translation_b1096,protein
translation_b1098,protein
translation_b1101,protein
translation_b1102,protein
translation_b1106,protein
translation_b1107,protein
translation_b1109,protein
translation_b1114,protein
translation_b1116,protein
translation_b1117,protein
translation_b1118,protein
translation_b1119,protein
translation_b1123,protein
translation_b1124,protein
translation_b1125,protein
translation_b1126,protein
translation_b1131,protein
translation_b1133,protein
translation_b1134,protein
translation_b1135,protein
translation_b1136,protein
translation_b1185,protein
translation_b1186,protein
translation_b1189,protein
translation_b1190,protein
translation_b1192,protein
translation_b1193,protein
translation_b1197,protein
translation_b1198,protein
translation_b1199,protein
translation_b1200,protein
translation_b1206,protein
translation_b1207,protein
translation_b1208,protein
translation_b1209,protein
translation_b1210,protein
translation_b1211,protein
translation_b1215,protein
translation_b1216,protein
translation_b1223,protein
translation_b1224,protein
translation_b1225,protein
translation_b1226,protein
translation_b1227,protein
translation_b1232,protein
translation_b1236,protein
translation_b1238,protein
translation_b1241,protein
translation_b1243,protein
translation_b1244,protein
translation_b1245,protein
translation_b1246,protein
translation_b1247,protein
translation_b1249,protein
translation_b1250,protein
translation_b1252,protein
translation_b1260,protein
translation_b1261,protein
translation_b1262,protein
translation_b1263,protein
translation_b1264,protein
translation_b1269,protein
translation_b1270,protein
translation_b1276,protein
translation_b1277,protein
translation_b1278,protein
translation_b1281,protein
translation_b1286,protein
translation_b1288,protein
translation_b1291,protein
translation_b1296,protein
translation_b1297,protein
translation_b1298,protein
translation_b1300,protein
translation_b1301,protein
translation_b1302,protein
translation_b1308,protein
translation_b1319,protein
translation_b1325,protein
translation_b1326,protein
translation_b1329,protein
translation_b1344,protein
translation_b1363,protein
translation_b1377,protein
translation_b1378,protein
translation_b1380,protein
translation_b1385,protein
translation_b1386,protein
translation_b1387,protein
translation_b1388,protein
translation_b1389,protein
translation_b1390,protein
translation_b1391,protein
translation_b1392,protein
translation_b1393,protein
translation_b1394,protein
translation_b1395,protein
translation_b1397,protein
translation_b1398,protein
translation_b1415,protein
translation_b1440,protein
translation_b1441,protein
translation_b1442,protein
translation_b1443,protein
translation_b1444,protein
translation_b1453,protein
translation_b1463,protein
translation_b1465,protein
translation_b1466,protein
translation_b1467,protein
translation_b1468,protein
translation_b1469,protein
translation_b1473,protein
translation_b1474,protein
translation_b1475,protein
translation_b1476,protein
translation_b1478,protein
translation_b1479,protein
translation_b1480,protein
translation_b1483,protein
translation_b1484,protein
translation_b1485,protein
translation_b1486,protein
translation_b1487,protein
translation_b1488,protein
translation_b1489,protein
translation_b1492,protein
translation_b1493,protein
translation_b1519,protein
translation_b1521,protein
translation_b1524,protein
translation_b1525,protein
translation_b1528,protein
translation_b1533,protein
translation_b1539,protein
translation_b1584,protein
translation_b1587,protein
translation_b1588,protein
translation_b1589,protein
translation_b1590,protein
translation_b1591,protein
translation_b1592,protein
translation_b1599,protein
translation_b1600,protein
translation_b1602,protein
translation_b1603,protein
translation_b1605,protein
translation_b1606,protein
translation_b1611,protein
translation_b1612,protein
translation_b1613,protein
translation_b1621,protein
translation_b1622,protein
translation_b1623,protein
translation_b1634,protein
translation_b1636,protein
translation_b1637,protein
translation_b1638,protein
translation_b1640,protein
translation_b1646,protein
translation_b1651,protein
translation_b1652,protein
translation_b1654,protein
translation_b1656,protein
translation_b1661,protein
translation_b1662,protein
translation_b1676,protein
translation_b1677,protein
translation_b1679,protein
translation_b1680,protein
translation_b1681,protein
translation_b1682,protein
translation_b1683,protein
translation_b1684,protein
translation_b1692,protein
translation_b1693,protein
translation_b1701,protein
translation_b1702,protein
translation_b1704,protein
translation_b1709,protein
translation_b1710,protein
translation_b1711,protein
translation_b1713,protein
translation_b1714,protein
translation_b1716,protein
translation_b1717,protein
translation_b1718,protein
translation_b1719,protein
translation_b1723,protein
translation_b1732,protein
translation_b1734,protein
translation_b1740,protein
translation_b1744,protein
translation_b1745,protein
translation_b1746,protein
translation_b1747,protein
translation_b1748,protein
translation_b1759,protein
translation_b1761,protein
translation_b1764,protein
translation_b1767,protein
translation_b1768,protein
translation_b1773,protein
translation_b1778,protein
translation_b1779,protein
translation_b1781,protein
translation_b1800,protein
translation_b1801,protein
translation_b1804,protein
translation_b1805,protein
translation_b1812,protein
translation_b1814,protein
translation_b1817,protein
translation_b1818,protein
translation_b1819,protein
translation_b1822,protein
translation_b1835,protein
translation_b1849,protein
translation_b1850,protein
translation_b1851,protein
translation_b1852,protein
translation_b1854,protein
translation_b1855,protein
translation_b1857,protein
translation_b1858,protein
translation_b1859,protein
translation_b1865,protein
translation_b1866,protein
translation_b1870,protein
translation_b1871,protein
translation_b1872,protein
translation_b1873,protein
translation_b1876,protein
translation_b1896,protein
translation_b1897,protein
translation_b4460,protein
translation_b1900,protein
translation_b1901,protein
translation_b1907,protein
translation_b1912,protein
translation_b1919,protein
translation_b1922,protein
translation_b1927,protein
translation_b1981,protein
translation_b1982,protein
translation_b1991,protein
translation_b1992,protein
translation_b1993,protein
translation_b2010,protein
translation_b2019,protein
translation_b2020,protein
translation_b2021,protein
translation_b2022,protein
translation_b2023,protein
translation_b2024,protein
translation_b2025,protein
translation_b2026,protein
translation_b2027,protein
translation_b2028,protein
translation_b2029,protein
translation_b2032,protein
translation_b2033,protein
translation_b2034,protein
translation_b2035,protein
translation_b2036,protein
translation_b2037,protein
translation_b2038,protein
translation_b2039,protein
translation_b2040,protein
translation_b2041,protein
translation_b2045,protein
translation_b2048,protein
translation_b2049,protein
translation_b2051,protein
translation_b2052,protein
translation_b2053,protein
translation_b2065,protein
translation_b2066,protein
translation_b2091,protein
translation_b2092,protein
translation_b2093,protein
translation_b2094,protein
translation_b2095,protein
translation_b2096,protein
translation_b2097,protein
translation_b2103,protein
translation_b2104,protein
translation_b2114,protein
translation_b2128,protein
translation_b2129,protein
translation_b2130,protein
translation_b2131,protein
translation_b2132,protein
translation_b2133,protein
translation_b2134,protein
translation_b2140,protein
translation_b2143,protein
translation_b2146,protein
translation_b2147,protein
translation_b2148,protein
translation_b2149,protein
translation_b2150,protein
translation_b2153,protein
translation_b2154,protein
translation_b2155,protein
translation_b2156,protein
translation_b2162,protein
translation_b2167,protein
translation_b2168,protein
translation_b2169,protein
translation_b2170,protein
translation_b2174,protein
translation_b2183,protein
translation_b2185,protein
translation_b2197,protein
translation_b2198,protein
translation_b2199,protein
translation_b2200,protein
translation_b2201,protein
translation_b2202,protein
translation_b2203,protein
translation_b2204,protein
translation_b2205,protein
translation_b2206,protein
translation_b2207,protein
translation_b2210,protein
translation_b2215,protein
translation_b2221,protein
translation_b2222,protein
translation_b2223,protein
translation_b2224,protein
translation_b2232,protein
translation_b2234,protein
translation_b2235,protein
translation_b2239,protein
translation_b2240,protein
translation_b2241,protein
translation_b2242,protein
translation_b2243,protein
translation_b2251,protein
translation_b2253,protein
translation_b2254,protein
translation_b2255,protein
translation_b2256,protein
translation_b2257,protein
translation_b4544,protein
translation_b2258,protein
translation_b2260,protein
translation_b2261,protein
translation_b2262,protein
translation_b2263,protein
translation_b2264,protein
translation_b2265,protein
translation_b2268,protein
translation_b2276,protein
translation_b2277,protein
translation_b2278,protein
translation_b2279,protein
translation_b2280,protein
translation_b2281,protein
translation_b2282,protein
translation_b2283,protein
translation_b2284,protein
translation_b2285,protein
translation_b2286,protein
translation_b2287,protein
translation_b2288,protein
translation_b2290,protein
translation_b2291,protein
translation_b2296,protein
translation_b2297,protein
translation_b2303,protein
translation_b2306,protein
translation_b2307,protein
translation_b2308,protein
translation_b2309,protein
translation_b2310,protein
translation_b2311,protein
translation_b2312,protein
translation_b2315,protein
translation_b2316,protein
translation_b2318,protein
translation_b2320,protein
translation_b2323,protein
translation_b2324,protein
translation_b2328,protein
translation_b2329,protein
translation_b2341,protein
translation_b2342,protein
translation_b2344,protein
translation_b2366,protein
translation_b2373,protein
translation_b2374,protein
translation_b2378,protein
translation_b2379,protein
translation_b2388,protein
translation_b2392,protein
translation_b2393,protein
translation_b2400,protein
translation_b2406,protein
translation_b2407,protein
translation_b2411,protein
translation_b2414,protein
translation_b2415,protein
translation_b2416,protein
translation_b2417,protein
translation_b2418,protein
translation_b2421,protein
translation_b2422,protein
translation_b2423,protein
translation_b2424,protein
translation_b2425,protein
translation_b2428,protein
translation_b2429,protein
translation_b2435,protein
translation_b2436,protein
translation_b2440,protein
translation_b2441,protein
translation_b2458,protein
translation_b2463,protein
translation_b2464,protein
translation_b2465,protein
translation_b2467,protein
translation_b2470,protein
translation_b2472,protein
translation_b2474,protein
translation_b2476,protein
translation_b2477,protein
translation_b2478,protein
translation_b2480,protein
translation_b2481,protein
translation_b2482,protein
translation_b2483,protein
translation_b2484,protein
translation_b2485,protein
translation_b2486,protein
translation_b2487,protein
translation_b2488,protein
translation_b2489,protein
translation_b2490,protein
translation_b2492,protein
translation_b2497,protein
translation_b2498,protein
translation_b2499,protein
translation_b2500,protein
translation_b2501,protein
translation_b2502,protein
translation_b2507,protein
translation_b2508,protein
translation_b2512,protein
translation_b2514,protein
translation_b2515,protein
translation_b2517,protein
translation_b2518,protein
translation_b2519,protein
translation_b2521,protein
translation_b2523,protein
translation_b2526,protein
translation_b2527,protein
translation_b2528,protein
translation_b2529,protein
translation_b2530,protein
translation_b2532,protein
translation_b2533,protein
translation_b2536,protein
translation_b2538,protein
translation_b2539,protein
translation_b2540,protein
translation_b2541,protein
translation_b2542,protein
translation_b2551,protein
translation_b2552,protein
translation_b2557,protein
translation_b2558,protein
translation_b2559,protein
translation_b2563,protein
translation_b2564,protein
translation_b2566,protein
translation_b2567,protein
translation_b2573,protein
translation_b2574,protein
translation_b2575,protein
translation_b2578,protein
translation_b2579,protein
translation_b2582,protein
translation_b2585,protein
translation_b2587,protein
translation_b2594,protein
translation_b2595,protein
translation_b2599,protein
translation_b2600,protein
translation_b2601,protein
translation_b2606,protein
translation_b2607,protein
translation_b2608,protein
translation_b2609,protein
translation_b2610,protein
translation_b2614,protein
translation_b2615,protein
translation_b2617,protein
translation_b2661,protein
translation_b2662,protein
translation_b2663,protein
translation_b2675,protein
translation_b2676,protein
translation_b2677,protein
translation_b2678,protein
translation_b2679,protein
translation_b2682,protein
translation_b2683,protein
translation_b2687,protein
translation_b2688,protein
translation_b2690,protein
translation_b2697,protein
translation_b2701,protein
translation_b2702,protein
translation_b2703,protein
translation_b2704,protein
translation_b2705,protein
translation_b2708,protein
translation_b2710,protein
translation_b2711,protein
translation_b2715,protein
translation_b2719,protein
translation_b2720,protein
translation_b2721,protein
translation_b2722,protein
translation_b2723,protein
translation_b2724,protein
translation_b2738,protein
translation_b2741,protein
translation_b2744,protein
translation_b2745,protein
translation_b2746,protein
translation_b2747,protein
translation_b2750,protein
translation_b2751,protein
translation_b2752,protein
translation_b2762,protein
translation_b2763,protein
translation_b2764,protein
translation_b2765,protein
translation_b2779,protein
translation_b2780,protein
translation_b2781,protein
translation_b2784,protein
translation_b2785,protein
translation_b2787,protein
translation_b2788,protein
translation_b2789,protein
translation_b2791,protein
translation_b2794,protein
translation_b2796,protein
translation_b2797,protein
translation_b2799,protein
translation_b2800,protein
translation_b2801,protein
translation_b2802,protein
translation_b2803,protein
translation_b2806,protein
translation_b2810,protein
translation_b2811,protein
translation_b2813,protein
translation_b2817,protein
translation_b2818,protein
translation_b2827,protein
translation_b2828,protein
translation_b2835,protein
translation_b2836,protein
translation_b2838,protein
translation_b2841,protein
translation_b2866,protein
translation_b2867,protein
translation_b2868,protein
translation_b2871,protein
translation_b2874,protein
translation_b2877,protein
translation_b2882,protein
translation_b2883,protein
translation_b2889,protein
translation_b2890,protein
translation_b2891,protein
translation_b2893,protein
translation_b2895,protein
translation_b2901,protein
translation_b2903,protein
translation_b2904,protein
translation_b2905,protein
translation_b2907,protein
translation_b2912,protein
translation_b2913,protein
translation_b2914,protein
translation_b2917,protein
translation_b2919,protein
translation_b2920,protein
translation_b2923,protein
translation_b2925,protein
translation_b2926,protein
translation_b2927,protein
translation_b2930,protein
translation_b2935,protein
translation_b2937,protein
translation_b2938,protein
translation_b2942,protein
translation_b2943,protein
translation_b2946,protein
translation_b2947,protein
translation_b2954,protein
translation_b2957,protein
translation_b2960,protein
translation_b2963,protein
translation_b2964,protein
translation_b2965,protein
translation_b2975,protein
translation_b2976,protein
translation_b4467,protein
translation_b4468,protein
translation_b2979,protein
translation_b2987,protein
translation_b2988,protein
translation_b2994,protein
translation_b2995,protein
translation_b2996,protein
translation_b2997,protein
translation_b3001,protein
translation_b3005,protein
translation_b3006,protein
translation_b3008,protein
translation_b3012,protein
translation_b3018,protein
translation_b3028,protein
translation_b3029,protein
translation_b3034,protein
translation_b3035,protein
translation_b3040,protein
translation_b3041,protein
translation_b3052,protein
translation_b3057,protein
translation_b3058,protein
translation_b3059,protein
translation_b3061,protein
translation_b3062,protein
translation_b3063,protein
translation_b3065,protein
translation_b3067,protein
translation_b3073,protein
translation_b3084,protein
translation_b3089,protein
translation_b3091,protein
translation_b3092,protein
translation_b3093,protein
translation_b4471,protein
translation_b3114,protein
translation_b3115,protein
translation_b3116,protein
translation_b3117,protein
translation_b3124,protein
translation_b3125,protein
translation_b3126,protein
translation_b3127,protein
translation_b3128,protein
translation_b3132,protein
translation_b3137,protein
translation_b3146,protein
translation_b3161,protein
